Extraction,Genotype,AC(10:0),AC(12:0),AC(12:1),AC(14:0),AC(14:0)-OH,AC(14:1),AC(14:1)-OH,AC(14:2),AC(15:0) (a),AC(15:0) (b),AC(16:0),AC(16:0)-OH,AC(16:1),AC(16:1)-OH,AC(17:0) (a),AC(17:0) (b),AC(18:0),AC(18:0)-OH,AC(18:1),AC(18:1)-OH,AC(18:2),AC(18:3),AC(20:3) (a),AC(20:3) (b),AC(20:4),AC(22:6),AC(24:0),CE(14:0),CE(15:0),CE(16:0),CE(16:1),CE(16:2),CE(17:0),CE(17:1),CE(18:0),CE(18:1),CE(18:2),CE(18:2) [+OH],CE(18:3),CE(20:0),CE(20:1),CE(20:4),CE(20:4) [+OH],CE(20:5),CE(22:1),CE(22:4),CE(22:5),CE(22:6),CE(24:6),Cer(d16:1/22:0),Cer(d16:1/23:0),Cer(d16:1/24:0),Cer(d16:1/24:1),Cer(d17:1/20:0),Cer(d17:1/22:0),Cer(d17:1/23:0),Cer(d17:1/24:0),Cer(d17:1/24:1),Cer(d18:1/16:0),Cer(d18:1/18:0),Cer(d18:1/20:0),Cer(d18:1/21:0),Cer(d18:1/22:0),Cer(d18:1/23:0),Cer(d18:1/24:0),Cer(d18:1/24:1),Cer(d18:1/26:0),Cer(d18:2/16:0),Cer(d18:2/18:0),Cer(d18:2/20:0),Cer(d18:2/22:0),Cer(d18:2/23:0),Cer(d18:2/24:0),Cer(d18:2/24:1),Cer(d19:1/22:0),Cer(d20:1/22:0),Cer(d20:1/23:0),Cer(d20:1/24:0),Cer(d20:1/24:1),Cer(m18:0/20:0),Cer(m18:0/22:0),Cer(m18:0/23:0),Cer(m18:0/24:0),Cer(m18:0/24:1),Cer(m18:1/22:0),Cer(m18:1/24:0),DG(16:0_22:5),DG(16:0_22:6),DG(18:0_18:1),DG(18:0_18:2),DG(18:0_20:4),DG(18:1_18:1),DG(18:1_18:2),DG(18:1_20:3),DG(18:1_20:4),DG(18:1_22:5),DG(18:1_22:6),DG(18:2_18:2),DG(18:2_20:4),DG(18:2_22:6),dhCer(d18:0/20:0),dhCer(d18:0/22:0),dhCer(d18:0/24:0),dhCer(d18:0/24:1),dimethyl-CE(18:1),dimethyl-CE(18:2),dimethyl-CE(20:4),FA(14:0),FA(16:0),FA(16:1),FA(18:0),FA(18:1),FA(18:2),FA(18:3),FA(20:3),FA(20:4),FA(20:5),FA(22:4),FA(22:5),FA(22:6),GM3(d18:1/16:0),GM3(d18:1/18:0),GM3(d18:1/20:0),Hex2Cer(d18:1/16:0),Hex2Cer(d18:1/20:0),Hex2Cer(d18:1/24:0),Hex2Cer(d18:1/24:1),Hex2Cer(d18:2/16:0),Hex2Cer(d18:2/24:1),Hex3Cer(d18:1/16:0),Hex3Cer(d18:1/18:0),Hex3Cer(d18:1/24:0),HexCer(d16:1/24:0),HexCer(d18:1/16:0),HexCer(d18:1/18:0),HexCer(d18:1/20:0),HexCer(d18:1/22:0),HexCer(d18:1/24:0),HexCer(d18:1/24:1),HexCer(d18:2/20:0),HexCer(d18:2/22:0),HexCer(d18:2/24:0),LPC(14:0) (a),LPC(14:0) (b),LPC(15:0) (a),LPC(15:0) (b),LPC(16:0) (a),LPC(16:0) (b),LPC(16:1) (a\b),LPC(17:0) (a),LPC(17:0) (b),LPC(17:1) (a),LPC(17:1) (b),LPC(18:0) (a),LPC(18:0) (b),LPC(18:1) (a),LPC(18:1) (b),LPC(18:2) (a),LPC(18:2) (b),LPC(18:3) (a),LPC(18:3) (b),LPC(18:3) (c),LPC(19:0) (a),LPC(19:0) (b),LPC(20:0) (a),LPC(20:0) (b),LPC(20:1) (a),LPC(20:1) (b),LPC(20:2) (a),LPC(20:2) (b),LPC(20:3) (a),LPC(20:3) (b),LPC(20:4) (a),LPC(20:4) (b),LPC(20:4) [+OH],LPC(20:5) (a),LPC(20:5) (b),LPC(22:0) (a),LPC(22:0) (b),LPC(22:1) (a\b),LPC(22:4) (a),LPC(22:4) (b),LPC(22:5) (n6),LPC(22:6) (a),LPC(22:6) (b),LPC(22:6) [+OH],LPC(24:0) (a),LPC(24:0) (b),LPC(O-16:0),LPC(O-18:0),LPC(O-18:1),LPC(O-20:0),LPC(O-22:0),LPC(O-22:1),LPC(O-24:0),LPC(O-24:1),LPC(P-16:0),LPC(P-18:0),LPC(P-18:1),LPE(16:0) (a),LPE(16:0) (b),LPE(17:0) (a\b),LPE(18:0) (a),LPE(18:0) (b),LPE(18:1) (a),LPE(18:1) (b),LPE(18:2) (a),LPE(18:2) (b),LPE(20:4) (a),LPE(20:4) (b),LPE(22:6) (a),LPE(22:6) (b),LPE(P-16:0),LPE(P-18:0),LPE(P-18:1),LPE(P-20:0),LPI(18:0),LPI(18:1) (a\b),LPI(18:2) (a\b),LPI(20:4) (a\b),methyl-CE(18:2),methyl-CE(20:4),methyl-DE(18:1),methyl-DE(18:2),PC(14:0_16:0),PC(14:0_20:4),PC(15:0_20:4),PC(15:0_22:6),PC(16:0_16:0),PC(16:0_18:0),PC(16:0_18:1),PC(16:0_18:2),PC(18:0_18:1),PC(18:0_20:3),PC(28:0),PC(31:0) (a\b),PC(31:1),PC(32:1),PC(32:2),PC(33:1),PC(33:2),PC(34:2) [+OH],PC(34:3) (a\b\c),PC(34:5),PC(35:1) (a\b),PC(35:2) (a\b),PC(36:2) (a\b),PC(36:3) (a\b\c),PC(36:4) (a\b),PC(36:4) [+OH],PC(36:5) (a\b),PC(36:6) (a\b),PC(37:4) (a\b),PC(38:2),PC(38:4) (a\b\c),PC(38:5) (a\b),PC(38:6) (a\b),PC(38:7) (a\b\c),PC(39:6) (a\b),PC(40:5) (a\b),PC(40:7) (a\b\c),PC(40:8),PC(O-16:0/16:0),PC(O-16:0/20:4),PC(O-16:0/22:6),PC(O-18:0/20:4),PC(O-34:1),PC(O-34:2),PC(O-34:4),PC(O-35:4),PC(O-36:0),PC(O-36:2) (a\b),PC(O-36:5),PC(O-38:5),PC(O-40:5),PC(O-40:7),PC(P-16:0/18:2),PC(P-16:0/18:3),PC(P-16:0/20:5),PC(P-16:0/22:6),PC(P-18:0/22:6),PC(P-35:2) (a\b),PC(P-36:3),PC(P-38:5) (a),PC(P-38:5) (b),PE(16:0_16:0),PE(16:0_16:1),PE(16:0_18:1),PE(16:0_18:2),PE(16:0_20:4),PE(16:0_22:6),PE(18:0_18:1),PE(18:0_20:3) (a),PE(18:0_20:3) (b),PE(18:0_20:4),PE(18:0_22:5) (a),PE(18:0_22:5) (b),PE(18:0_22:6),PE(18:1_22:6) (a\b),PE(34:3) (a\b\c),PE(35:2) (a\b),PE(36:2) (a\b),PE(36:3) (a),PE(36:3) (b),PE(36:5) (a\b),PE(37:4) (a\b),PE(38:5) (a\b),PE(39:6) (a\b),PE(40:4) (a\b),PE(O-16:0/18:2),PE(O-16:0/20:4),PE(O-18:0/22:5),PE(O-18:0/22:6),PE(O-18:1/22:6),PE(O-34:1),PE(O-38:4) (a\b),PE(P-15:0/22:6),PE(P-16:0/18:1),PE(P-16:0/20:4),PE(P-16:0/20:5),PE(P-16:0/22:4),PE(P-16:0/22:5) (a),PE(P-16:0/22:5) (b),PE(P-16:0/22:6),PE(P-18:0/18:1),PE(P-18:0/18:2),PE(P-18:0/20:3) (a\b),PE(P-18:0/20:4),PE(P-18:0/20:5),PE(P-18:0/22:4),PE(P-18:0/22:5) (a),PE(P-18:0/22:5) (b),PE(P-18:0/22:6),PE(P-18:1/18:1) (a\b),PE(P-18:1/20:4) (a\b),PE(P-18:1/22:4),PE(P-18:1/22:6) (a\b),PE(P-20:0/18:2),PE(P-20:0/20:4),PE(P-20:0/22:6),PE(P-20:1/20:4),PE(P-20:1/22:6),PI(15-MHDA_18:1)/PI(17:0_18:1),PI(15-MHDA_18:2)/PI(17:0_18:2),PI(16:0/16:0),PI(16:0_16:1),PI(16:0_20:4),PI(18:0_20:2),PI(18:0_20:3),PI(18:0_20:4),PI(18:0_22:5),PI(18:0_22:6),PI(34:1),PI(36:2),PI(37:4),PI(37:6),PI(38:5) (a),PI(38:5) (b),PI(38:6),PI(40:4) (a\b),PIP1(38:4),PS(36:2),PS(38:4),SHexCer(d18:1/16:0),SHexCer(d18:1/24:1),SM(34:3),SM(35:1),SM(35:2) (a),SM(35:2) (b),SM(37:1),SM(40:2) (a\b),SM(41:0),SM(41:1) (a),SM(41:1) (b),SM(41:2) (a),SM(41:2) (b),SM(42:2) (a),SM(42:2) (b),SM(43:1),SM(43:2) (a\b\c),SM(d17:1/14:0),SM(d17:1/16:0),SM(d18:0/14:0),SM(d18:0/16:0),SM(d18:0/22:0),SM(d18:1/14:0)/SM(d16:1/16:0),SM(d18:1/16:0),SM(d18:1/18:0)/SM(d16:1/20:0),SM(d18:1/20:0)/SM(d16:1/22:0),SM(d18:1/22:0)/SM(d16:1/24:0),SM(d18:1/24:0),SM(d18:2/14:0),SM(d18:2/16:0),SM(d18:2/18:0),SM(d18:2/20:0),TG(48:0) [NL-16:0],TG(48:0) [NL-18:0],TG(48:0) [SIM],TG(48:1) [NL-16:1],TG(48:1) [NL-18:1],TG(48:1) [SIM],TG(48:2) [NL-14:0],TG(48:2) [NL-14:1],TG(48:2) [NL-16:1],TG(48:2) [NL-18:2],TG(48:2) [SIM],TG(48:3) [NL-14:0],TG(48:3) [NL-16:1],TG(48:3) [NL-18:3],TG(48:3) [SIM],TG(49:1) [NL-16:1],TG(49:1) [NL-17:1],TG(49:1) [SIM],TG(50:0) [NL-18:0],TG(50:0) [SIM],TG(50:1) [NL-14:0],TG(50:1) [NL-16:0],TG(50:1) [NL-18:1],TG(50:1) [SIM],TG(50:2) [NL-14:0],TG(50:2) [NL-16:1],TG(50:2) [NL-18:1],TG(50:2) [NL-18:2],TG(50:2) [SIM],TG(50:3) [NL-14:0],TG(50:3) [NL-14:1],TG(50:3) [NL-16:1],TG(50:3) [NL-18:2],TG(50:3) [NL-18:3],TG(50:3) [SIM],TG(50:4) [NL-14:0],TG(50:4) [NL-18:3],TG(50:4) [NL-20:4],TG(50:4) [SIM],TG(51:0) [NL-16:0],TG(51:0) [SIM],TG(51:1) [NL-17:0],TG(51:1) [SIM],TG(51:2) [NL-15:0],TG(51:2) [NL-17:0],TG(51:2) [NL-17:1],TG(51:2) [SIM],TG(52:1) [NL-18:0],TG(52:1) [NL-18:1],TG(52:1) [SIM],TG(52:2) [NL-16:0],TG(52:2) [NL-18:2],TG(52:2) [SIM],TG(52:3) [NL-16:1],TG(52:3) [NL-18:2],TG(52:3) [SIM],TG(52:4) [NL-16:1],TG(52:4) [NL-18:2],TG(52:4) [NL-18:3],TG(52:4) [SIM],TG(52:5) [NL-18:3],TG(52:5) [NL-20:4],TG(52:5) [NL-20:5],TG(53:2) [NL-17:1],TG(53:2) [SIM],TG(54:0) [NL-18:0],TG(54:1) [NL-18:1],TG(54:1) [SIM],TG(54:2) [NL-18:0],TG(54:2) [NL-20:1],TG(54:2) [SIM],TG(54:3) [NL-18:1],TG(54:3) [NL-18:2],TG(54:3) [SIM],TG(54:4) [NL-18:2],TG(54:4) [NL-20:3],TG(54:4) [SIM],TG(54:5) [NL-18:3],TG(54:5) [NL-20:4],TG(54:5) [SIM],TG(54:6) [NL-18:3],TG(54:6) [NL-20:4],TG(54:6) [NL-20:5],TG(54:6) [NL-22:6],TG(54:6) [SIM],TG(54:7) [NL-20:5],TG(54:7) [NL-22:6],TG(54:7) [SIM],TG(56:6) [NL-20:4],TG(56:6) [NL-22:5],TG(56:6) [SIM],TG(56:7) [NL-20:4],TG(56:7) [NL-20:5],TG(56:7) [NL-22:5],TG(56:7) [NL-22:6],TG(56:7) [SIM],TG(56:8) [NL-20:4],TG(56:8) [NL-20:5],TG(56:8) [NL-22:6],TG(56:8) [SIM],TG(56:9) [NL-22:6],TG(56:9) [SIM],TG(58:10) [NL-22:6],TG(58:10) [SIM],TG(58:8) [NL-22:6],TG(58:9) [NL-22:6],TG(O-50:1) [NL-16:0],TG(O-50:1) [NL-18:1],TG(O-50:1) [SIM],TG(O-50:2) [NL-18:2],TG(O-52:1) [NL-16:0],TG(O-52:1) [NL-18:1],TG(O-52:1) [SIM],TG(O-52:2) [NL-16:0],TG(O-54:2) [SIM],TG(O-54:3) [NL-17:1],TG(O-54:3) [NL-18:1],Ubiquinone
1,TG5,0.4949,1.2522,0.0246,3.9499,0.1241,0.8711,0.0343,0.0879,0.0253,0.0977,24.9563,0.3305,0.5407,0.0272,0.0461,0.226,18.4438,0.4617,2.6556,0.0682,1.0899,0.0274,0.0062,0.0182,0.2129,0.0167,0.1145,18.5857,3.3546,185.9215,490.6504,13.6191,11.2255,20.1716,278.7987,3205.3271,16840.5403,9.9176,880.1186,3.3706,19.9122,14944.949,9.5061,2053.7687,0.6228,40.6438,602.0261,14341.9721,37.9836,0.0422,0.0064,0.0359,0.0025,0.0255,0.1736,0.0164,0.1466,0.0222,1.9366,2.3056,1.7751,0.0246,11.4885,0.7295,8.9622,1.1858,0.0139,0.0399,0.0636,0.0597,0.4494,0.0342,0.3944,0.0462,0.009,0.0485,0.0038,0.036,0.0102,0.0428,0.1234,0.0175,0.0845,0.0386,0.1177,0.0756,5.984,43.9396,273.964,66.4807,11.586,399.3412,38.9031,13.5942,4.7494,7.6851,22.7875,15.1117,0.902,1.6406,0.035,0.1135,0.069,0.0145,19.6437,126.5067,128.9577,142.3188,9378.8554,517.6544,10239.2167,9123.6866000000009,5132.9065,155.8925,1028.1183,2431.6633,125.3363,197.995,484.2149,4889.0463,0.0282,0.0167,0.0061,0.1548,0.0069,0.063,0.0189,0.0643,0.0051,0.0218,0.0041,0.0077,0.0181,8.8758,1.1663,1.6427,10.0361,4.0147,1.4233,0.0827,0.3329,0.254,16.5025,7.7564,42.199,16.2224,3912.8283,2361.0689,102.5239,12.8247,0.8164,4.8135,2.7761,1603.7121,648.7738,2540.482,1199.1289,2407.4006,1314.314,20.9228,15.5068,3.0904,1.5657,1.2189,9.3764,4.1992,10.3666,5.6906,27.4649,20.656,232.0919,110.4621,302.4917,157.0445,0.1005,14.8729,6.667,27.3886,2.1572,1.2208,9.4449,7.2241,28.3992,298.1282,140.3855,0.7805,3.0623,2.8935,52.4628,20.8295,19.2701,2.4955,1.0642,0.2046,0.6937,0.3059,4.5597,19.2701,0.1146,155.6371,73.7088,1.4303,144.369,83.7268,49.093,30.5247,65.6627,43.1337,63.137,39.1392,83.0156,67.8091,6.5339,8.2081,0.6723,0.3571,10.4667,0.4961,2.2827,11.2969,254.0841,363.0751,5.4605,18.446,27.9651,2.3579,1.6328,1.2498,298.5095,549.435,4627.9572,5231.5851,1275.7433,249.3773,0.6517,2.2822,0.3376,253.9675,10.0855,27.0455,12.7937,1.9607,109.4695,0.0968,20.0792,31.5613,2892.53,1098.4746,1635.6209,0.0939,90.1046,2.2943,4.8811,13.2467,521.928,54.3601,2168.9873,6.3941,3.8574,34.4206,1.2559,11.5812,18.6343,187.1364,111.1348,26.5953,51.798,73.8221,89.1724,590.5145,0.5061,13.7546,2.1215,25.3782,3.2616,18.6448,13.1772,89.1724,0.9904,19.2366,16.407,21.5684,182.2893,111.206,12.0539,1.5507,1.657,37.1013,87.2166,71.82,186.7359,11.2108,6.261,5.2909,61.8026,1.3472,2.6882,47.3467,7.9354,1.1098,0.7973,51.933,2.9917,4.6197,2.0565,0.821,22.0092,0.4125,0.9783,0.5939,1.6677,1.62,19.9342,0.4009,0.4098,8.3621,0.4414,0.8,8.5901,0.6722,0.7543,0.7787,0.3531,13.3303,0.9699,2.4491,0.3113,9.2567,0.4912,0.8535,0.6004,0.3349,10.7318,0.0957,1.3222,0.0915,1.5539,0.8035,1.6598,0.7832,0.0459,0.0473,0.7384,0.9135,0.9666,1.2267,204.1277,15.8624,154.8066,1443.1007,33.5068,61.8531,39.6272,116.0554,5.3884,0.3353,14.3041,25.9661,30.3154,19.7973,1.1264,1.1485,6.7332,0.006,0.0016,0.0666,2.7849,0.1594,0.0674,0.8069,32.0369,0.6151,9.2399,9.2399,1.4585,1.4179,47.774,10.3688,0.4849,0.5252,0.0749,13.8439,0.0555,13.1495,15.5069,4.4606,478.6179,98.7636,32.6116,159.8452,63.6702,0.174,31.3096,23.5132,8.3482,269.0749,29.2629,291.3046,96.6651,103.882,363.0943,17.407,2.9604,13.4293,12.6339,48.85,0.5836,0.7753,0.0999,5.334,2.4391,10.8403,32.7358,77.7757,430.5003,30.2407,3435.1604,1456.9873,2930.1568,20.9914,278.7803,211.5902,237.2962,1078.045,4.2585,0.727,39.0426,16.5944,5.8826,79.5138,0.8318,0.5152,0.6478,9.9912,1.7992,9.429,24.5333,60.4584,4.15,7.0423,22.6446,64.5024,2211.9902,1580.3948,3787.1001,1123.6689,264.1897,2822.4353,63.5603,298.0709,955.1324,9.5057,115.8862,12.0068,139.1142,2.7638,2.3288,1.5627,6.7143,27.7706,8.1373,463.5688,1169.6211,423.3517,133.32,1212.2702,519.128,61.283,590.0385,103.2193,46.506,488.6127,2.9669,41.4512,161.2226,2.672,11.2772,4.2548,89.0349,183.4032,1.1653,7.6241,18.0297,14.3454,26.5848,432.129,8.1846,1.7023,5.3328,129.4418,249.7634,3.6561,1.0603,31.796,72.7197,1.634,2.9933,6.4074,118.4388,38.3072,15.1018,1.8919,1.0543,2.2533,0.8152,3.6948,3.2276,5.5327,1.7737,6.4567,0.2038,0.7384,1.6893
2,HET,0.4977,0.6888,0.1095,1.8593,0.187,1.3524,0.1711,0.10780000000000001,0.0094,0.0176,8.8539,0.3236,2.2566,0.2113,0.0902,0.0902,2.8552,0.1802,7.8499,0.3772,0.5813,0.0212,0.0264,0.0185,0.1746,0.0194,0.0316,12.4564,3.8602,123.0399,622.6895,8.3651,3.8444,32.1622,43.3775,2947.4612,13254.7896,19.064,377.0374,0.2678,6.0262,15081.1587,10.6874,3271.5883,0.1927,29.0884,226.2735,18472.3087,13.2593,0.0047,0.0016,0.0022,0.0024,0.0021,0.0159,0.0037,0.014,0.0131,0.5125,0.3881,0.1418,0.0076,0.6162,0.2312,0.6873,1.0258,0.0081,0.0116,0.017,0.0112,0.0345,0.0099,0.0467,0.0604,0.0014,0.0016,0.0025,0.0028,0.003,0.0133,0.0138,0.0069,0.0087,0.0236,0.0054,0.0091,0.3626,5.2823,6.326,3.2102,1.9412,106.9955,17.4595,4.741,2.0301,1.0372,5.1699,2.0536,0.1513,0.9485,0.0041,0.0044,0.0104,0.0198,10.2551,82.4723,139.4356,334.2313,7189.3933,4041.8116,3770.0164,25138.1514,2316.6218,92.5912,717.7718,913.5841,174.097,201.5547,156.0292,6280.8337,0.0155,0.0064,0.0103,0.0271,0.0016,0.007,0.0022,3e-4,8e-4,0.0074,0.0035,0.0013,0.0031,2.5175,0.5255,0.3643,1.5274,0.6623,1.5139,0.0152,0.0677,0.0406,10.4208,3.2902,8.8446,2.2643,1999.5791,731.1856,82.8272,9.5241,1.3281,4.3859,2.3695,1586.658,374.5811,1174.2022,437.2302,1010.5357,439.0824,6.7166,3.9676,3.9676,2.506,1.5357,3.8672,1.1063,7.824,5.9514,8.7202,5.3775,105.34,58.9599,234.2167,136.2268,1.4478,33.8407,13.6976,10.24,0.5343,0.3251,1.0923,0.9174,3.2811,175.7455,99.197,0.3982,1.536,0.9872,15.4225,4.7206,16.3776,1.985,0.5357,0.247,0.2532,0.2394,1.3222,16.3776,0.0652,80.2426,64.6686,0.9183,73.6415,48.5164,23.4462,26.0265,22.131,13.0908,45.1635,10.7819,60.4109,71.2693,1.7776,1.4188,0.059,0.1462,3.3843,0.4249,1.5267,11.1102,261.0494,437.9645,7.6555,17.5305,8.0152,0.828,0.7227,0.9302,60.2523,247.8215,2952.3307,3326.5708,767.6823,238.6411,0.1754,1.3073,4.3729,117.5997,4.1886,8.0136,3.0956,3.6396,14.6458,0.1041,10.0472,4.8206,2160.0558,449.3873,1407.7662,0.0232,102.918,1.6431,4.0929,4.518,775.2431,205.1007,1648.0853,3.5156,4.6544,66.777,1.0972,12.1696,7.0653,45.6366,40.7462,6.4458,28.5297,23.0215,88.2629,580.4276,0.3199,8.0383,2.2816,29.1945,1.31,16.9136,5.4496,88.2629,1.063,11.6737,5.9797,27.2276,3.3763,40.7462,40.7462,0.6102,0.7588,8.1624,13.8999,25.8884,207.896,4.2148,5.4535,4.7206,47.947,1.0411,0.6464,43.1776,20.5048,0.1813,0.4376,16.9949,4.7424,1.1952,3.2656,0.5578,19.557,0.2157,0.2473,0.6774,1.6427,2.2865,25.695,0.9013,1.5324,9.7681,0.5076,0.7399,4.2471,0.5025,0.3143,0.5579,0.1655,10.7253,0.8255,2.0743,0.1717,4.7855,0.5345,0.2791,0.1739,0.0498,10.5717,0.3058,1.1575,0.0518,3.0138,0.7287,1.2998,3.0195,0.089,0.2342,0.2803,0.4665,0.1474,0.0482,84.234,18.4024,219.1457,1198.8688,2.3975,13.8904,5.7199,52.1351,3.3671,0.1597,24.8752,18.592,4.7946,2.4009,0.3903,0.103,7.0296,0.0023,8e-4,0.0579,5.0404,0.1945,0.0143,1.016,10.0891,0.9327,11.5323,11.5323,2.3387,4.1865,132.6253,9.7262,0.7088,0.9957,0.1001,9.3006,0.1434,13.5326,4.574,4.9265,219.3208,68.9469,12.2476,46.0888,20.7767,0.499,20.5186,25.6037,4.7118,46.0797,1.9456,31.3511,24.4808,46.7106,144.5717,20.111,5.5813,46.6743,7.5042,85.1448,1.972,6.6469,0.3075,12.6304,0.4751,1.8193,9.7639,17.4326,70.3141,5.4846,596.8175,290.9621,587.3298,46.1396,431.5715,485.4104,69.0474,961.09760000000006,22.0909,2.6639,150.8041,76.9926,2.5642,268.3252,2.4341,3.2246,0.4964,24.2398,0.5014,1.1812,5.2852,9.7887,5.4226,3.7239,25.1364,75.4915,74.7579,127.8066,254.111,1960.674,19.6809,3888.4261,295.6636,752.5185,2099.1789,79.7606,212.8383,41.8273,455.212,8.5753,4.7418,2.8835,1.8381,29.1213,1.9378,13.0428,41.5716,153.022,68.2818,445.6999,1036.6002,34.5004,615.4477,156.9942,82.3103,581.7643,10.8098,56.58,50.767,3.0678,17.5455,63.4053,49.9988,219.8795,18.7396,56.0293,147.7506,26.9275,29.7876,58.9891,8.0293,16.5982,10.4713,706.0715,1349.7877,1.4049,5.622,183.7177,305.9266,12.6158,28.9314,6.3675,382.8835,135.2288,39.777,0.7421,0.5796,0.8524,0.4294,1.722,1.8593,2.2982,0.7547,3.0753,0.0811,0.5192,0.9949
3,GKO,0.843,2.532,0.8502,9.503,0.522,2.3725,0.2313,0.6075,0.0687,0.3386,44.8714,0.9586,1.5112,0.10780000000000001,0.0659,0.6145,32.5025,0.9904,9.8567,0.3262,5.1826,0.1391,0.1135,0.0271,0.5434,0.0388,0.1927,12.2787,6.8835,229.7533,149.8905,15.2061,23.0608,16.0676,288.2108,2510.2025,8422.5066,3.8742,620.4269,2.5135,24.997,6610.698,3.6273,415.3354,0.9836,29.8218,134.0606,4621.1719,14.2674,0.0209,0.0103,0.0211,0.0017,0.0214,0.1281,0.039,0.0862,0.0198,2.838,3.8399,1.2787,0.0262,7.2407,0.7536,5.3596,1.268,0.0129,0.0673,0.1534,0.08,0.5142,0.0419,0.3748,0.0761,0.0098,0.0505,0.0111,0.0284,0.0089,0.0414,0.089,0.0283,0.0595,0.0154,0.0786,0.0556,1.2849,6.3115,14.8963,16.7282,5.2521,20.5197,13.8327,0.4673,1.227,1.8579,1.1903,6.4693,0.5342,2.0361,0.0312,0.1201,0.1411,0.0283,9.783,43.1277,19.5783,21.6061,2001.3407,120.1825,3210.9692,2199.7947,2945.6811,61.4071,259.279,2636.1981,86.2882,215.3884,371.372,2872.4856,0.0335,0.0086,0.01,0.0877,0.004,0.0298,0.0066,3e-4,3e-4,0.014,0.0065,0.0048,0.0067,6.02,1.246,0.9441,6.4388,3.0479,1.3718,0.0921,0.3784,0.3129,10.4182,3.2853,12.6468,3.9167,2157.7145,786.1102,18.1548,16.244,7.3436,1.6021,0.8722,1054.1672,310.4167,347.3246,134.0848,1095.1554,393.6636,8.7447,4.803,0.6716,1.6339,0.7836,5.8958,3.5468,1.9749,0.742,4.3753,2.3132,42.0991,22.7768,97.9956,41.9629,0.896,2.5502,1.1298,39.8121,2.0011,0.2888,2.2445,1.2749,2.9597,55.3408,32.739,0.3843,4.4373,2.6053,40.4219,16.1771,8.1677,2.1105,1.1025,0.1518,0.7025,0.2295,3.057,8.1677,0.0795,156.8351,68.7086,2.143,180.6551,70.9257,20.6486,9.0215,78.3327,42.5428,36.4082,19.9123,55.3548,31.8273,5.0652,5.0565,0.3886,0.2734,3.8237,0.0375,1.0282,3.2797,167.4541,67.9181,7.6127,19.7099,32.0083,2.6862,3.5476,1.9774,274.3451,282.1464,3358.2238,5487.5804,323.1891,181.7592,0.7699,3.6855,0.1217,114.6715,20.1328,25.1472,32.0344,3.5271,100.9622,0.0723,17.9739,61.7323,3170.6282,867.6025,1723.9979,0.1752,67.3414,2.267,9.8855,8.6539,574.8833,37.4692,1663.9743,4.1924,6.5519,31.9216,0.6789,8.1278,15.2322,179.2509,145.0235,25.9651,38.8797,63.5285,97.1514,720.1888,0.3685,10.5338,1.8255,36.7286,2.7274,22.1407,8.9783,97.1514,0.7985,21.4301,1.8373,27.1936,177.5673,145.0319,145.0908,1.3696,1.0174,35.7303,248.6373,98.6333,222.4093,8.7776,9.6896,5.9117,93.9586,3.035,2.4037,72.9919,16.6761,1.4599,2.3013,101.4413,13.2465,7.7401,2.7225,2.1374,21.9202,1.0239,1.9904,0.3207,1.48,1.3298,16.1431,0.3587,0.1875,7.7869,0.265,0.4548,7.2802,0.4454,0.6722,0.7704,0.2237,12.5086,0.4846,2.1034,0.1482,8.2546,0.352,0.8736,0.5782,0.1804,10.963,0.0503,1.1213,0.0489,1.5477,0.6498,1.357,1.2446,0.0277,0.0837,0.3726,1.6384,0.4865,0.116,129.8497,2.2402,31.3575,1235.3108,10.0747,51.0365,10.9987,128.8574,6.6855,0.3394,11.9141,14.7601,19.9091,12.2976,1.7525,0.2397,17.3769,0.004,2e-4,0.0268,2.8517,0.2678,0.0796,1.3861,29.7253,0.3792,7.0869,0.3774,1.3036,1.4827,41.2182,15.1889,0.4441,0.4539,0.1213,16.0193,0.1021,9.8261,10.8681,5.8028,417.6426,138.7034,26.6568,109.2848,44.3785,0.2096,28.7811,36.2278,10.1327,161.7918,11.4325,152.4036,16.8174,12.1168,55.4112,6.9378,0.388,1.9474,4.7007,15.0267,0.1992,0.2816,0.1352,1.6374,0.8077,3.5049,4.8795,109.8422,126.5531,7.3022,737.0577,362.4431,736.555,6.089,34.9102,29.3597,179.0092,381.1416,3.4053,0.1608,13.7482,9.7974,2.0687,41.6624,1.6083,0.3354,0.6244,7.375,0.6506,3.7722,8.4061,27.4181,1.3236,6.8532,5.7524,31.3225,43.8127,437.014,944.9909,547.2521,274.1028,1141.929,12.908,272.463,817.155,5.6157,256.9581,10.8593,281.3146,4.7121,1.329,1.0697,2.7413,23.2896,9.8115,152.6967,390.0376,268.2628,22.2393,522.1341,246.9312,82.3946,484.4098,104.3568,31.7341,427.4943,5.079,34.9502,275.3572,5.171,30.9131,2.6331,57.3328,187.5881,2.7798,4.8933,19.5094,24.5785,26.7317,224.2038,15.9144,2.1491,30.3845,122.1928,324.1341,6.1252,1.4389,94.8237,183.7764,2.5139,6.7875,10.8878,112.7219,56.1115,30.4862,4.185,2.9864,5.0979,8.1634,9.1329,10.1581,12.6603,17.1675,20.7121,0.4492,7.7028,2.0268
